"","age","gender","is_transgender","sexual_orientation","race","birthplace","marital_status","education","hh_income","home_tenure","occupation","union_status","military","urban_rural","religion","religious_attendance","party_id_3","party_id_7","guns_in_household","voting_duty_choice_7","gov_run_by","gov_waste_3","spend_services_7","defense_spend_7","health_insurance_7","abortion_7","job_income_7","assist_black_7","fedspend_social_security_5","fedspend_public_schools_5","fedspend_border_security_5","fedspend_crime_5","fedspend_highways_5","fedspend_aid_poor_5","fedspend_environment_5","dei_7","death_penalty_4","stay_out_foreign_4","use_force_5","votes_counted_5","voter_id_7","felons_vote_7","climate_action_7","paid_leave_7","trans_bathroom_7","trans_sports_7","gay_job_protect_4","gay_adoption_6","gay_marriage_7","birthright_7","immig_children_6","border_wall_7","urban_unrest_7","ukraine_aid_7","israel_aid_7","palestinians_aid_7"
"2642",18,"Woman","No","Heterosexual","White","US state or DC","Never married","Less than HS","Under $9,999","Rent","Working","No","Active duty","Small town","Jewish","Every week","Republican","Strong Republican",0,1,"Big interests","Waste a lot",4,7,4,6,1,2,1,1,2,1,2,4,1,4,4,1,3,1,1,1,1,1,2,1,1,1,4,7,6,4,4,1,7,4
"2643",61,"Woman","No","Gay/Lesbian","White","US state or DC","Never married","Some college","$30,000–$59,999","Own/buying","Working","No","Never served","Small town","Evangelical Protestant","Once or twice a month","Republican","Strong Republican",2,7,"Big interests","Waste a lot",2,6,4,6,6,6,2,5,3,3,3,4,4,7,1,3,3,2,1,6,7,7,7,1,1,2,4,1,5,1,6,4,1,4
"2644",29,"Woman","No","Heterosexual","Black","US state or DC","Never married","HS diploma","Under $9,999","No cash rent","Unemployed","No","Never served","Small town","Jewish","Every week","Republican","Strong Republican",0,7,"Benefit of all","Waste some",5,5,6,6,7,4,3,1,1,1,3,3,3,6,3,1,3,3,4,4,7,6,4,4,3,2,6,4,5,4,6,4,4,4
"2645",39,"Woman","No","Heterosexual","White","US state or DC","Never married","HS diploma","$30,000–$59,999","Rent","Not working","No","Never served","Rural","Other Christian","A few times a year","Democrat","Strong Democrat",0,7,"Big interests","Waste a lot",7,7,1,1,1,2,1,1,5,1,1,1,1,4,1,1,3,3,4,2,2,1,1,7,1,1,1,7,6,7,1,4,4,4
"2646",21,"Woman","No","Heterosexual","Black","US state or DC","Married","HS diploma","Under $9,999","Rent","Not working","No","Never served","Small town","Other Christian","A few times a year","Republican","Weak Republican",1,5,"Big interests","Waste a lot",7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,7,4,1,1,2,1,1,1,1,1,1,1,1,1,2,6
"2647",34,"Woman","No","Heterosexual","White","US state or DC","Never married","Some college","$10,000–$29,999","Own/buying","Working","No","Never served","Small town","Jewish","A few times a year","Republican","Strong Republican",3,6,"Big interests","Waste a lot",6,5,2,4,3,6,3,1,1,2,2,3,3,4,1,3,2,2,2,2,4,7,7,1,1,2,4,2,5,1,5,7,4,4
"2648",49,"Woman","No","Gay/Lesbian","White","US state or DC","Never married","Graduate","Under $9,999","Own/buying","Not working","No","Never served","Urban","Jewish","Once or twice a month","Republican","Weak Republican",0,4,"Big interests","Waste a lot",2,7,2,1,5,7,1,2,1,1,3,3,2,2,4,3,4,3,1,4,4,2,7,1,2,2,4,2,5,1,3,6,1,2
"2649",74,"Woman","No","Heterosexual","White","US state or DC","Married","Some college","$30,000–$59,999","Own/buying","Not working","No","Never served","Rural","Roman Catholic","Every week","Democrat","Strong Democrat",0,1,"Benefit of all","Waste some",7,2,1,1,3,1,1,3,3,1,2,1,1,1,3,4,4,4,2,1,3,1,4,6,1,1,2,6,6,7,3,4,4,1
"2650",50,"Woman","No","Heterosexual","White","US state or DC","Divorced","Some college","$10,000–$29,999","Rent","Working","No","Never served","Suburban","Roman Catholic","Every week","Republican","Weak Republican",0,6,"Big interests","Waste a lot",4,5,1,5,3,3,2,1,1,3,1,2,3,4,3,2,3,3,2,2,4,1,7,1,1,1,3,6,6,2,5,6,4,4
"2651",45,"Woman","No","Heterosexual","White","US state or DC","Divorced","Some college","$30,000–$59,999","No cash rent","Working","No","Never served","Small town","Evangelical Protestant","A few times a year","Republican","Strong Republican",0,2,"Big interests","Waste some",5,7,7,4,1,6,3,1,1,3,1,2,3,4,2,3,3,3,1,2,4,1,7,1,2,5,4,4,5,1,4,4,4,4
"2652",26,"Woman","No","Heterosexual","White","US state or DC","Married","HS diploma","$10,000–$29,999","Own/buying","Working","No","Never served","Rural","Mainline Protestant","A few times a year","Republican","Weak Republican",0,6,"Benefit of all","Waste some",7,4,2,1,1,1,2,1,1,1,3,1,1,4,1,3,3,1,6,3,4,1,7,4,1,1,1,7,1,1,1,7,7,4
"2653",30,"Woman","No","Heterosexual","White","US state or DC","Married","HS diploma","$30,000–$59,999","Own/buying","Working","No","Never served","Small town","Jewish","Once or twice a month","Republican","Weak Republican",0,7,"Big interests","Waste a lot",7,4,2,5,1,4,2,2,1,3,3,3,1,2,2,3,3,3,1,7,1,1,6,4,1,2,4,4,5,2,4,2,4,4
"2654",59,"Woman","No","Heterosexual","White","US state or DC","Divorced","Bachelors","$30,000–$59,999","Own/buying","Working","No","Never served","Other","Jewish","Almost every week","Republican","Strong Republican",2,7,"Big interests","Waste a lot",5,6,6,5,5,4,1,1,1,1,1,2,3,4,1,2,4,3,1,7,2,1,7,1,2,3,4,6,6,2,1,2,3,4
"2655",78,"Woman","No","Heterosexual","White","US state or DC","Divorced","HS diploma","$30,000–$59,999","Rent","Not working","No","Never served","Small town","Evangelical Protestant","Never","Republican","Strong Republican",0,1,"Big interests","Waste a lot",1,6,7,6,7,7,3,5,1,2,2,4,3,7,1,4,4,4,1,6,7,7,7,1,4,6,7,1,2,1,7,4,1,1
"2656",50,"Man","No","Heterosexual","White","US state or DC","Divorced","Graduate","$100,000–$249,999","Own/buying","Working","No","Never served","Urban","Evangelical Protestant","A few times a year","Republican","Weak Republican",6,1,"Big interests","Waste a lot",3,5,7,3,5,1,1,1,4,1,1,3,5,4,2,4,3,3,1,7,3,4,4,1,1,1,1,4,5,4,1,4,4,4
"2657",38,"Man","No","Heterosexual","White","US state or DC","Never married","HS diploma","$10,000–$29,999","Own/buying","Working","No","Never served","Rural","Evangelical Protestant","A few times a year","Republican","Strong Republican",0,1,"Big interests","Waste a lot",5,7,5,5,1,1,1,1,1,1,2,1,1,2,2,3,1,1,1,4,1,1,7,1,2,1,3,1,6,1,3,6,2,4
"2658",21,"Man","No","Heterosexual","Black","US state or DC","Never married","Less than HS","$30,000–$59,999","Own/buying","Working","No","Never served","Rural","Evangelical Protestant","Once or twice a month","Democrat","Strong Democrat",0,4,"Benefit of all","Waste a lot",1,4,7,1,1,1,1,1,3,1,5,1,3,4,4,1,4,1,2,1,4,1,7,1,1,6,7,4,6,6,1,7,4,4
"2659",45,"Woman","No","Gay/Lesbian","Black","US state or DC","Widowed","Some college","$30,000–$59,999","Rent","Working","No","Never served","Urban","Evangelical Protestant","Once or twice a month","Republican","Strong Republican",4,7,"Big interests","Waste a lot",7,5,6,4,4,7,1,1,3,1,1,1,1,4,3,3,2,2,1,4,7,3,1,3,3,2,5,7,2,6,5,5,6,2
"2660",70,"Woman","No","Heterosexual","White","US state or DC","Divorced","Graduate","$60,000–$99,999","Rent","Working","No","Never served","Suburban","Mainline Protestant","Every week","Republican","Strong Republican",0,6,"Big interests","Waste some",3,7,6,5,5,5,2,1,1,1,2,2,2,4,3,4,3,2,1,2,2,3,4,4,1,3,2,1,5,1,5,4,2,4
"2661",21,"Man","No","Heterosexual","White","US state or DC","Never married","HS diploma","$10,000–$29,999","Own/buying","Working","No","Never served","Small town","Evangelical Protestant","A few times a year","Republican","Strong Republican",4,7,"Big interests","Waste a lot",3,6,1,7,3,6,3,3,1,1,1,2,3,4,1,1,3,2,1,4,2,1,7,1,4,6,4,7,1,1,1,6,4,4
"2662",25,"Woman","No","Bisexual","White","US state or DC","Widowed","Less than HS","$10,000–$29,999","Own/buying","Working","No","Never served","Urban","Black Protestant","Almost every week","Democrat","Strong Democrat",2,4,"Big interests","Waste a lot",7,2,1,1,1,1,3,1,3,2,2,1,1,2,3,2,3,4,4,1,1,1,1,7,1,1,1,4,6,7,1,4,2,4
"2663",23,"Man","No","Heterosexual","Hispanic","US state or DC","Never married","HS diploma","$10,000–$29,999","Own/buying","Working","No","Never served","Urban","Not religious","A few times a year","Democrat","Strong Democrat",0,3,"Big interests","Waste a lot",7,1,1,1,3,2,3,1,4,3,2,1,1,4,3,2,4,4,3,4,1,1,1,4,1,3,4,7,6,4,1,3,6,1
"2664",58,"Man","No","Heterosexual","Black","US state or DC","Never married","Graduate","$60,000–$99,999","Own/buying","Working","No","Never served","Small town","Evangelical Protestant","Every week","Democrat","Strong Democrat",0,2,"Big interests","Waste a lot",5,4,3,4,6,4,1,1,1,1,1,2,2,2,1,2,3,4,4,4,4,4,7,1,1,5,4,4,6,7,5,4,4,4
"2665",66,"Man","No","Heterosexual","White","US state or DC","Separated","HS diploma","$10,000–$29,999","Own/buying","Not working","No","Active duty","Rural","Mainline Protestant","Once or twice a month","Republican","Strong Republican",0,1,"Benefit of all","Waste a lot",7,1,1,7,1,7,1,1,1,1,1,1,3,4,1,4,5,5,1,7,1,1,7,1,4,6,7,1,6,1,7,1,1,4
"2666",46,"Man","No","Heterosexual","White","US state or DC","Never married","Graduate","$10,000–$29,999","Rent","Not working","No","Never served","Urban","Other religion","Never","Republican","Strong Republican",0,7,"Big interests","Waste a lot",7,7,3,1,1,4,2,2,2,2,1,1,1,4,2,3,2,3,3,5,3,1,4,4,1,2,4,4,5,2,4,6,4,4
"2667",53,"Man","No","Heterosexual","White","US state or DC","Married","HS diploma","$30,000–$59,999","Own/buying","Not working","No","Never served","Rural","Evangelical Protestant","Every week","Republican","Strong Republican",4,1,"Big interests","Waste a lot",4,5,5,6,7,5,2,1,1,1,3,3,2,4,1,4,2,2,1,4,4,1,4,4,1,5,6,6,4,1,7,4,2,4
"2668",62,"Man","No","Heterosexual","White","US state or DC","Married","Some college","$60,000–$99,999","Own/buying","Not working","Yes","Previously served","Small town","Jewish","A few times a year","Republican","Strong Republican",6,4,"Big interests","Waste a lot",2,4,6,6,6,6,3,4,2,2,2,3,3,7,1,3,2,2,1,2,6,2,7,1,1,3,3,2,4,1,6,6,2,3
"2669",64,"Man","No","Heterosexual","White","US state or DC","Married","Some college","$60,000–$99,999","Own/buying","Not working","No","Previously served","Rural","Evangelical Protestant","Almost every week","Republican","Weak Republican",6,1,"Big interests","Waste a lot",4,7,1,3,4,7,1,5,1,1,1,1,1,4,1,4,2,3,1,7,4,1,7,1,1,2,7,1,1,1,7,7,1,7
"2670",50,"Woman","No","Heterosexual","White","US state or DC","Divorced","Some college","$10,000–$29,999","Rent","Working","No","Never served","Small town","Evangelical Protestant","A few times a year","Republican","Strong Republican",0,6,"Big interests","Waste a lot",7,7,4,2,2,3,4,1,1,1,1,1,1,4,1,2,3,4,1,2,1,1,7,1,1,6,7,4,5,1,4,4,4,4
"2671",39,"Man","No","Heterosexual","White","US state or DC","Married","Bachelors","$100,000–$249,999","Own/buying","Working","No","Never served","Suburban","Jewish","A few times a year","Republican","Strong Republican",0,7,"Benefit of all","Waste a lot",5,6,3,2,4,7,1,1,1,2,3,4,1,4,1,1,4,3,1,4,2,1,7,1,1,1,1,1,5,1,6,6,6,7
"2672",60,"Man","No","Heterosexual","White","US state or DC","Married","Graduate","$250,000+","Own/buying","Working","No","Never served","Small town","Mainline Protestant","Almost every week","Republican","Strong Republican",1,7,"Big interests","Waste a lot",1,5,7,5,6,4,3,1,1,1,1,3,2,4,2,3,4,3,1,4,3,4,5,1,1,1,1,4,5,1,5,3,1,4
"2673",57,"Man","No","Heterosexual","White","US state or DC","Married","Graduate","$250,000+","Own/buying","Working","No","Never served","Small town","Other Christian","A few times a year","Republican","Strong Republican",8,1,"Big interests","Waste a lot",1,7,5,5,7,5,3,2,1,2,1,3,3,7,1,4,1,1,1,2,4,4,7,1,3,2,6,1,1,1,5,2,1,2
"2674",24,"Woman","No","Heterosexual","White","US state or DC","Divorced","HS diploma","$30,000–$59,999","No cash rent","Working","No","Never served","Rural","Evangelical Protestant","Almost every week","Republican","Strong Republican",0,7,"Big interests","Waste a lot",6,7,4,6,5,4,2,1,2,1,2,2,2,2,1,3,3,3,1,6,4,1,7,4,4,5,7,4,5,4,4,7,4,6
"2675",36,"Woman","No","Bisexual","White","US state or DC","Never married","Some college","Under $9,999","Rent","Working","No","Never served","Rural","Jewish","Once or twice a month","Republican","Strong Republican",1,1,"Big interests","Waste a lot",3,7,4,7,7,7,1,1,1,1,2,1,2,7,3,4,4,1,1,1,6,1,7,1,4,6,2,1,1,1,7,7,1,7
"2676",69,"Man","No","Heterosexual","White","US state or DC","Married","Some college","$100,000–$249,999","Own/buying","Working","No","Never served","Rural","Evangelical Protestant","Every week","Republican","Strong Republican",0,1,"Big interests","Waste a lot",2,7,6,6,7,7,3,5,1,4,2,3,5,7,1,4,3,3,1,2,6,2,7,1,3,6,7,4,2,1,7,6,2,7
"2677",39,"Man","No","Gay/Lesbian","Hispanic","US state or DC","Never married","Graduate","$30,000–$59,999","Rent","Working","No","Never served","Suburban","Jewish","Almost every week","Democrat","Strong Democrat",0,1,"Big interests","Waste a lot",7,3,1,2,6,7,1,1,2,1,1,1,3,3,2,4,2,4,2,2,2,1,7,2,1,2,4,4,6,6,5,2,1,3
"2678",56,"Man","No","Heterosexual","White","US state or DC","Married","Bachelors","$60,000–$99,999","Rent","Working","Yes","Never served","Small town","Other Christian","A few times a year","Republican","Weak Republican",5,6,"Big interests","Waste some",4,5,3,1,3,5,3,1,3,2,2,3,2,6,2,3,3,4,1,6,2,4,4,1,1,2,2,1,5,4,5,1,1,4
"2679",78,"Man","No","Heterosexual","White","US state or DC","Married","Graduate","$100,000–$249,999","Own/buying","Not working","No","Never served","Suburban","Evangelical Protestant","Every week","Republican","Strong Republican",0,1,"Big interests","Waste a lot",2,6,7,6,7,7,3,5,1,1,1,3,3,7,1,4,3,3,1,4,6,6,7,1,2,6,7,7,5,1,7,1,1,2
"2680",62,"Man","No","Heterosexual","White","US state or DC","Married","Some college","$100,000–$249,999","Own/buying","Not working","Yes","Never served","Rural","Mainline Protestant","Once or twice a month","Democrat","Strong Democrat",25,6,"Big interests","Waste some",6,3,1,4,4,3,2,2,1,3,1,1,1,4,2,4,3,4,4,3,1,1,6,2,1,2,2,6,6,6,3,1,2,1
"2681",57,"Man","No","Heterosexual","White","US state or DC","Divorced","HS diploma","$10,000–$29,999","Own/buying","Not working","No","Never served","Urban","Evangelical Protestant","Every week","Republican","Strong Republican",1,1,"Big interests","Waste a lot",3,7,4,3,5,4,1,1,1,1,2,1,5,7,1,4,3,3,1,5,5,2,7,1,1,2,7,4,5,1,5,4,1,1
"2682",59,"Woman","No","Heterosexual","White","US state or DC","Married","Bachelors","$100,000–$249,999","Own/buying","Working","No","Never served","Small town","Evangelical Protestant","Almost every week","Republican","Strong Republican",1,1,"Big interests","Waste a lot",2,6,7,4,7,7,3,3,1,2,3,3,3,6,1,3,3,3,1,4,4,1,7,1,2,1,1,4,5,1,7,4,2,6
"2683",80,"Man","No","Heterosexual","White","US state or DC","Married","Less than HS","$30,000–$59,999","Own/buying","Not working","No","Never served","Rural","Evangelical Protestant","Once or twice a month","Republican","Strong Republican",0,1,"Big interests","Waste a lot",1,7,7,7,7,7,1,3,1,1,3,3,3,4,1,4,2,3,1,6,7,4,7,1,2,6,7,1,6,1,7,4,1,4
"2684",80,"Man","No","Heterosexual","White","US state or DC","Divorced","Bachelors","$10,000–$29,999","Own/buying","Not working","No","Previously served","Rural","Evangelical Protestant","Once or twice a month","Republican","Strong Republican",7,1,"Big interests","Waste a lot",2,6,6,5,7,7,3,5,1,1,3,4,5,7,1,3,2,3,1,2,7,7,7,1,4,6,7,1,1,1,7,6,1,7
"2685",80,"Woman","No","Heterosexual","White","US state or DC","Divorced","Bachelors","$10,000–$29,999","No cash rent","Not working","No","Never served","Rural","Evangelical Protestant","Almost every week","Republican","Strong Republican",0,1,"Big interests","Waste a lot",1,7,7,6,7,6,1,5,1,1,1,3,5,7,1,3,5,3,1,7,7,4,7,1,4,6,7,1,5,1,7,7,1,7
"2686",25,"Woman","No","Heterosexual","White","US state or DC","Married","Bachelors","$100,000–$249,999","Own/buying","Working","Yes","Never served","Small town","Mainline Protestant","Every week","Republican","Weak Republican",2,1,"Big interests","Waste a lot",7,4,4,5,7,1,3,1,1,1,1,3,3,4,3,1,3,1,1,1,4,7,7,1,3,1,2,4,5,1,4,7,7,7
"2687",79,"Woman","No","Heterosexual","White","US state or DC","Married","Some college","$60,000–$99,999","Own/buying","Not working","No","Never served","Rural","Evangelical Protestant","Every week","Republican","Strong Republican",0,7,"Big interests","Waste a lot",4,5,5,6,6,4,3,3,1,2,2,3,2,4,3,4,3,2,1,1,4,2,7,1,4,6,7,4,5,1,4,2,1,4
"2688",63,"Man","No","Heterosexual","White","US state or DC","Married","Some college","$100,000–$249,999","Own/buying","Working","No","Never served","Rural","Evangelical Protestant","Every week","Republican","Strong Republican",15,2,"Big interests","Waste some",4,7,5,3,5,7,1,1,1,4,2,4,3,1,1,4,4,1,2,7,2,2,6,7,2,5,7,2,2,2,7,6,4,4
"2689",80,"Woman","No","Heterosexual","White","US state or DC","Widowed","Less than HS","$10,000–$29,999","Own/buying","Not working","No","Never served","Rural","Evangelical Protestant","Every week","Republican","Strong Republican",1,1,"Big interests","Waste a lot",6,6,1,7,2,5,1,1,1,2,3,3,3,4,1,3,4,1,1,2,4,1,7,1,2,2,2,6,5,1,5,2,6,4
"2690",60,"Man","No","Heterosexual","White","US state or DC","Married","Some college","$30,000–$59,999","Own/buying","Not working","No","Previously served","Rural","Mainline Protestant","Once or twice a month","Republican","Strong Republican",5,7,"Benefit of all","Waste very little",3,6,7,5,6,7,4,2,1,1,3,3,3,2,1,4,3,2,2,2,4,1,7,1,1,1,1,3,5,4,1,2,1,1
"2691",42,"Woman","No","Heterosexual","White","US state or DC","Married","Some college","$60,000–$99,999","Own/buying","Not working","Yes","Never served","Rural","Jewish","Every week","Republican","Strong Republican",1,2,"Big interests","Waste a lot",2,4,7,7,7,7,3,3,3,2,4,5,5,7,1,2,3,1,1,1,6,4,7,1,4,4,2,4,4,1,6,7,1,4
"2692",73,"Man","No","Heterosexual","White","US state or DC","Married","HS diploma","Under $9,999","Own/buying","Not working","No","Previously served","Rural","Evangelical Protestant","Almost every week","Republican","Strong Republican",0,2,"Big interests","Waste a lot",6,5,3,7,6,4,1,1,1,2,3,2,3,4,1,4,1,1,1,1,7,1,4,1,4,1,4,4,5,1,7,1,1,2
"2693",69,"Woman","No","Heterosexual","White","US state or DC","Divorced","HS diploma","$10,000–$29,999","Rent","Working","No","Never served","Small town","Mainline Protestant","A few times a year","Republican","Strong Republican",0,6,"Big interests","Waste a lot",7,7,1,1,1,4,3,1,1,2,4,1,4,4,1,3,3,2,1,2,6,1,4,4,4,2,2,1,5,1,1,7,6,7
"2694",63,"Woman","No","Heterosexual","White","US state or DC","Married","Bachelors","Under $9,999","Own/buying","Not working","No","Never served","Urban","Evangelical Protestant","Almost every week","Democrat","Weak Democrat",0,6,"Big interests","Waste some",5,6,3,3,2,5,3,1,1,3,1,3,3,4,1,2,3,4,1,2,4,2,7,7,1,2,2,4,2,2,4,4,4,4
"2695",73,"Woman","No","Heterosexual","White","US state or DC","Widowed","Bachelors","$60,000–$99,999","Own/buying","Not working","No","Never served","Small town","Evangelical Protestant","Every week","Republican","Strong Republican",0,1,"Big interests","Waste a lot",2,6,7,6,7,7,3,3,1,1,3,4,5,4,1,4,3,4,1,2,7,4,7,1,4,5,7,1,4,1,7,7,2,7
"2696",67,"Woman","No","Heterosexual","White","US state or DC","Divorced","Some college","$10,000–$29,999","Own/buying","Not working","No","Never served","Rural","Mainline Protestant","Almost every week","Republican","Weak Republican",0,6,"Big interests","Waste a lot",7,3,5,1,6,4,1,1,1,1,1,3,3,4,1,3,3,3,1,4,1,1,4,2,1,1,1,4,1,1,6,6,4,4
"2697",42,"Woman","No","Heterosexual","White","US state or DC","Never married","Bachelors","$30,000–$59,999","Rent","Working","No","Never served","Suburban","Mainline Protestant","Every week","Republican","Strong Republican",4,1,"Big interests","Waste a lot",3,5,6,6,6,5,3,1,1,1,1,4,2,4,1,3,1,2,1,4,4,1,7,1,3,6,7,2,3,1,6,7,4,1
"2698",61,"Woman","No","Heterosexual","White","US state or DC","Married","Some college","$100,000–$249,999","Own/buying","Not working","No","Never served","Rural","Evangelical Protestant","Every week","Republican","Strong Republican",12,5,"Big interests","Waste a lot",4,6,7,4,4,4,1,1,1,1,1,2,1,4,1,4,1,4,1,4,4,1,4,4,4,2,3,4,5,1,1,4,4,4
"2699",19,"Woman","No","Heterosexual","White","US state or DC","Never married","Some college","$100,000–$249,999","Rent","Working","No","Never served","Suburban","Evangelical Protestant","Every week","Republican","Strong Republican",0,2,"Big interests","Waste a lot",3,7,4,4,4,4,3,2,1,1,2,3,2,4,2,3,3,1,1,4,2,4,4,4,3,2,4,4,2,4,4,4,4,4
